259.00,243.00,276.00,-13.00,12.00,15292,-7087,-258,-2516,-1271,583,
259.00,241.00,274.00,-13.00,12.00,15280,-7956,472,-1919,-644,876,
255.00,247.00,276.00,-13.00,12.00,14640,-7740,428,-1418,-315,289,
257.00,243.00,271.00,-13.00,12.00,14808,-7472,-1188,-2720,-1026,-258,
257.00,243.00,276.00,-13.00,14.00,14728,-7800,-3408,-1478,78,210,
259.00,243.00,274.00,-13.00,14.00,14600,-8224,-4544,-215,-181,1100,1
249.00,251.00,271.00,-13.00,11.00,14576,-7444,4428,-1137,-688,460,
261.00,249.00,271.00,-13.00,13.00,14812,-7648,3452,-2133,-978,1070,
251.00,243.00,344.00,-13.00,9.00,14948,-7568,2620,-1465,-523,381,
255.00,245.00,267.00,-13.00,12.00,14468,-8768,1316,-2385,291,340,
252.00,243.00,276.00,-13.00,12.00,15056,-8512,152,-1539,-442,345,
252.00,243.00,278.00,-13.00,13.00,0,0,0,-951,-620,1176,
252.00,247.00,276.00,-13.00,13.00,14480,-8144,-2860,-932,67,828,
257.00,249.00,276.00,-13.00,13.00,14472,-7728,-3596,-1227,167,546,
249.00,285.00,269.00,-13.00,14.00,13384,-7472,-5056,-3074,-258,-259,
251.00,245.00,274.00,-13.00,12.00,13536,-8428,-5768,-59,306,-408,1
257.00,218.00,241.00,-14.00,17.00,13868,-5480,6704,-249,-118,645,
243.00,245.00,281.00,-13.00,14.00,14624,-7520,6108,-1405,-1346,798,
249.00,245.00,300.00,-14.00,15.00,15324,-7688,3800,-990,-749,260,
252.00,243.00,267.00,-13.00,15.00,14864,-7980,2896,-1462,144,-163,
249.00,223.00,271.00,-13.00,13.00,14768,-7976,2196,-575,78,48,
251.00,241.00,269.00,-13.00,14.00,14952,-8568,1728,-1121,-385,199,
247.00,237.00,269.00,-13.00,15.00,0,0,0,-1564,-108,324,
249.00,241.00,267.00,-13.00,14.00,14436,-9280,-1104,-2562,-258,-258,
247.00,241.00,267.00,-13.00,14.00,13820,-9760,-1992,-1718,-397,549,
243.00,239.00,267.00,-13.00,14.00,13660,-10716,-2796,-864,584,402,1
239.00,255.00,269.00,-12.00,14.00,13232,-7820,6924,-1275,-225,657,
237.00,239.00,293.00,-13.00,16.00,12788,-7472,7184,-611,-127,281,
227.00,227.00,293.00,-13.00,17.00,13822,-259,-515,-588,-399,-65,
239.00,241.00,271.00,-13.00,15.00,13844,-7728,5796,-969,-483,59,
239.00,241.00,269.00,-13.00,16.00,13952,-8148,4908,-490,172,305,
241.00,235.00,271.00,-13.00,16.00,14044,-7740,4652,-505,-156,270,
235.00,234.00,267.00,-13.00,16.00,14392,-7988,4492,-1258,-181,162,
237.00,239.00,271.00,-13.00,16.00,14124,-8644,3960,-801,368,128,
230.00,235.00,267.00,-13.00,16.00,14168,-8700,2620,-1594,-216,1022,
225.00,239.00,265.00,-13.00,15.00,14512,-9944,1892,-1711,-235,1328,1
212.00,245.00,288.00,-14.00,15.00,12968,-8764,7328,-1093,-616,-53,
211.00,232.00,269.00,-14.00,15.00,12988,-8792,6520,-692,-110,-252,
204.00,241.00,274.00,-13.00,14.00,13384,-8516,6204,-696,-7,-273,
212.00,241.00,271.00,-13.00,15.00,13304,-8400,5884,-1198,-511,-246,
214.00,239.00,271.00,-13.00,15.00,13756,-8964,4660,-738,124,19,
214.00,239.00,265.00,-13.00,15.00,13720,-8996,4108,-776,3,156,
239.00,239.00,265.00,-13.00,16.00,14008,-9192,3552,-977,9,683,
214.00,235.00,267.00,-13.00,15.00,13800,-9444,3008,-1355,-195,-161,
247.00,239.00,269.00,-13.00,16.00,14052,-9004,2508,-715,-2,-258,
243.00,239.00,269.00,-13.00,15.00,13832,-9516,1816,-1085,26,610,1
